symbol,arm,long_thr,exit_thr,n_trades,total_return,sharpe,max_dd,pct_time_in_market
FTSE250,risk_long_inv,-35.0,-45.0,6,0.02606980740406395,0.3374400154539895,-0.032341725730232085,0.04196357878068092
FTSE250,risk_long_inv,-35.0,-55.0,6,0.02606980740406395,0.3374400154539895,-0.032341725730232085,0.04196357878068092
FTSE250,risk_long_inv,-35.0,-65.0,6,0.02606980740406395,0.3374400154539895,-0.032341725730232085,0.04196357878068092
FTSE250,risk_long_inv,-55.0,-65.0,1,0.007728597414084382,0.3518385952963084,-0.005274012857108934,0.017022961203483768
UK100_ETF,trend_long,45.0,35.0,43,-0.04581414915572857,-0.20057327637352962,-0.11490698677323519,0.17227722772277226
UK100_ETF,trend_long,55.0,45.0,47,-0.03468615416755727,-0.1375410481297857,-0.09550622944256548,0.2079207920792079
UK100_ETF,trend_long,55.0,35.0,47,-0.043825895900510115,-0.17545565114533232,-0.09984769620202372,0.2087128712871287
UK100_ETF,trend_long,65.0,35.0,51,-0.08746134600389754,-0.3628531949259626,-0.11519125437190048,0.2079207920792079
UK100_ETF,trend_long,65.0,45.0,52,-0.08669661523977268,-0.36406164811893854,-0.11669715312585227,0.20554455445544553
UK100_ETF,trend_long,65.0,55.0,57,-0.10200307809154252,-0.44505780701380543,-0.12826039141614354,0.2
UK100_ETF,structure_long,65.0,35.0,0,0.0,0.0,0.0,0.0
UK100_ETF,structure_long,65.0,45.0,0,0.0,0.0,0.0,0.0
UK100_ETF,structure_long,65.0,55.0,0,0.0,0.0,0.0,0.0
UK100_ETF,structure_long,45.0,35.0,93,-0.12043519763887323,-0.3441901408402715,-0.18947287847537075,0.3893069306930693
UK100_ETF,structure_long,55.0,35.0,109,-0.30143707108564666,-0.9054010697641927,-0.30919035664673944,0.3794059405940594
UK100_ETF,structure_long,55.0,45.0,114,-0.3277345393747253,-1.070405814000424,-0.3363736404610933,0.3073267326732673
UK100_ETF,momentum_long,45.0,35.0,150,-0.12536993902857252,-0.3178573753842876,-0.18095552388050307,0.48158415841584157
UK100_ETF,momentum_long,55.0,45.0,159,-0.2040993718312789,-0.5985100412085295,-0.2401942272317642,0.4427722772277228
UK100_ETF,momentum_long,55.0,35.0,135,-0.21807507846932517,-0.6233216784102342,-0.25138493398262474,0.4752475247524752
UK100_ETF,momentum_long,65.0,35.0,132,-0.2894426030447883,-0.8767908834977738,-0.32190729850611677,0.44356435643564357
UK100_ETF,confidence_long,45.0,35.0,60,-0.08257600901185247,-0.3254752191654155,-0.12353943972180415,0.24079207920792078
UK100_ETF,momentum_long,65.0,45.0,137,-0.2287439021907689,-0.6959175666268322,-0.26919197745503853,0.42297029702970296
UK100_ETF,momentum_long,65.0,55.0,155,-0.22401668488465454,-0.7156939657849606,-0.25061468073142845,0.39485148514851487
UK100_ETF,confidence_long,55.0,35.0,88,-0.263046071002476,-0.8883537790765481,-0.2835087087502276,0.3318811881188119
UK100_ETF,confidence_long,55.0,45.0,90,-0.25315690678287905,-0.7875467192439355,-0.27389413209586544,0.3231683168316832
UK100_ETF,confidence_long,65.0,35.0,93,-0.25629189174816125,-0.8693808627672511,-0.29066677545097996,0.3401980198019802
UK100_ETF,confidence_long,65.0,45.0,93,-0.2405029634627588,-0.8148179638263323,-0.2756076261844975,0.33782178217821784
UK100_ETF,confidence_long,65.0,55.0,98,-0.22322863628092016,-0.7741274824597717,-0.25897118911648165,0.32554455445544556
UK100_ETF,vol_long_dir,45.0,35.0,43,0.03852715138606233,0.17848924392483057,-0.06581270392487137,0.18099009900990098
UK100_ETF,vol_long_dir,55.0,35.0,73,-0.12387897092252154,-0.43454551990354584,-0.1777271972249388,0.2510891089108911
UK100_ETF,vol_long_dir,55.0,45.0,73,-0.12387897092252154,-0.43454551990354584,-0.1777271972249388,0.2510891089108911
UK100_ETF,vol_long_dir,65.0,35.0,73,-0.12387897092252154,-0.43454551990354584,-0.1777271972249388,0.2510891089108911
UK100_ETF,vol_long_dir,65.0,45.0,73,-0.12387897092252154,-0.43454551990354584,-0.1777271972249388,0.2510891089108911
UK100_ETF,vol_long_inv,-35.0,-45.0,39,-0.04351739525140852,-0.29048997748796496,-0.06470042791807307,0.03326732673267327
UK100_ETF,vol_long_inv,-35.0,-55.0,39,-0.026748042199349453,-0.17221379889615812,-0.048302462439334226,0.03603960396039604
UK100_ETF,vol_long_inv,-45.0,-55.0,39,-0.026748042199349453,-0.17221379889615812,-0.048302462439334226,0.03603960396039604
UK100_ETF,vol_long_inv,-35.0,-65.0,39,-0.026748042199349453,-0.17221379889615812,-0.048302462439334226,0.03603960396039604
UK100_ETF,risk_long_dir,45.0,35.0,0,0.0,0.0,0.0,0.0
UK100_ETF,vol_long_inv,-45.0,-65.0,39,-0.026748042199349453,-0.17221379889615812,-0.048302462439334226,0.03603960396039604
UK100_ETF,risk_long_dir,55.0,35.0,0,0.0,0.0,0.0,0.0
UK100_ETF,risk_long_dir,55.0,45.0,0,0.0,0.0,0.0,0.0
UK100_ETF,risk_long_dir,65.0,35.0,0,0.0,0.0,0.0,0.0
UK100_ETF,risk_long_dir,65.0,45.0,0,0.0,0.0,0.0,0.0
UK100_ETF,risk_long_dir,65.0,55.0,0,0.0,0.0,0.0,0.0
UK100_ETF,vol_long_inv,-55.0,-65.0,44,-0.017786399605007497,-0.10113386686672628,-0.04665406302437891,0.04514851485148515
UK100_ETF,risk_long_inv,-45.0,-55.0,1,-0.008010298824724704,-0.28583609228963974,-0.00871026937343311,0.002376237623762376
UK100_ETF,risk_long_inv,-35.0,-45.0,3,-0.0009984735094862307,-0.018042766122098677,-0.02299354205473425,0.016237623762376238
UK100_ETF,risk_long_inv,-35.0,-55.0,3,-0.0009984735094862307,-0.018042766122098677,-0.02299354205473425,0.016237623762376238
UK100_ETF,risk_long_inv,-45.0,-65.0,1,-0.008010298824724704,-0.28583609228963974,-0.00871026937343311,0.002376237623762376
UK100_ETF,risk_long_inv,-55.0,-65.0,1,-0.008010298824724704,-0.28583609228963974,-0.00871026937343311,0.002376237623762376
UK100_ETF,risk_long_inv,-35.0,-65.0,3,-0.0009984735094862307,-0.018042766122098677,-0.02299354205473425,0.016237623762376238
UK100_ETF,vol_long_dir,65.0,55.0,74,-0.12680448125970611,-0.44119555556587525,-0.18267529982717934,0.24633663366336633
