arm,long_thr,exit_thr,symbol,window,n_trades,total_return,sharpe,max_dd
trend_long,50.0,40.0,UK100_ETF,0,9,0.0336250364638675,0.6884985735908333,-0.017273999580277533
trend_long,50.0,40.0,UK100_ETF,1,13,-0.07517748196714369,-1.2319858892119433,-0.07915243660948135
trend_long,50.0,40.0,FTSE250,3,17,-0.05029403567823154,-0.6496765921172899,-0.05268437909219392
trend_long,50.0,40.0,UK100_ETF,2,6,0.001226900612722348,0.040377955258773406,-0.01742303516629584
trend_long,60.0,30.0,UK100,0,14,0.0012196071017869237,0.035782301227514614,-0.0650679870186468
trend_long,60.0,30.0,UK100,1,16,-0.10627643132001974,-1.7243507880840838,-0.10627643132001974
trend_long,60.0,30.0,UK100,2,8,-0.020417509342677276,-0.4632533450668318,-0.03157326743445599
trend_long,50.0,40.0,UK100_ETF,3,15,-0.002927867709993315,-0.030348624589850024,-0.05115119206017904
trend_long,60.0,30.0,DAX40,0,5,0.04076262807595943,1.0165963859690619,-0.013499480688582088
trend_long,60.0,30.0,DAX40,2,6,0.0019392786313787713,0.06525280776917006,-0.018792659486373764
trend_long,60.0,30.0,DAX40,1,9,0.015337633445938303,0.2860258598272794,-0.03956477514281831
trend_long,60.0,30.0,CAC40,0,7,0.005973021155884162,0.1587091705062438,-0.02905556139635923
trend_long,60.0,30.0,CAC40,1,6,0.003662367502578201,0.10045562336101273,-0.021861075007161612
trend_long,60.0,30.0,UK100,3,17,-0.01265006841943217,-0.1420606140468657,-0.04957973286526307
trend_long,60.0,30.0,DAX40,3,13,0.028316150687695663,0.38964185839809196,-0.036128870129528035
trend_long,60.0,30.0,CAC40,2,7,-0.014960716484662573,-0.49966582588928815,-0.034674049462471546
trend_long,60.0,30.0,IBEX35,0,10,-0.02441561055519792,-0.5934950771760372,-0.036751547107420235
trend_long,60.0,30.0,IBEX35,1,10,-0.040121239952513266,-0.8491228685744128,-0.057553581364956696
trend_long,60.0,30.0,IBEX35,2,9,-0.01932964777139401,-0.4489241484404082,-0.03609005324721404
trend_long,60.0,30.0,CAC40,3,19,-0.055206980059648636,-0.6205191810938564,-0.0783510331017313
trend_long,60.0,30.0,FTSE250,1,11,-0.04603102589096619,-0.8824041123814039,-0.04659793837584125
trend_long,60.0,30.0,IBEX35,3,11,0.1181979779010982,1.3072652750204987,-0.01765753041532514
trend_long,60.0,30.0,FTSE250,2,7,-0.021756458343233365,-0.40061797764092355,-0.04035802277734579
trend_long,60.0,30.0,FTSE250,0,8,0.06526208760378549,1.432098072595132,-0.016955443338493303
trend_long,60.0,30.0,FTSE250,3,10,-0.01980494606951544,-0.2914525632504297,-0.023503103580614026
trend_long,60.0,30.0,UK100_ETF,1,14,-0.0898625649309337,-1.3929842624391202,-0.09377440201551113
trend_long,60.0,30.0,UK100_ETF,2,6,-0.004162132195414281,-0.09889826575632113,-0.02454706680851859
trend_long,60.0,30.0,UK100_ETF,0,12,0.007939754019757439,0.16152833477873538,-0.03773761687001631
trend_long,60.0,40.0,UK100,1,16,-0.10372685031275575,-1.7229351223936857,-0.10372685031275575
trend_long,60.0,40.0,UK100,2,8,-0.020417509342677276,-0.4632533450668318,-0.03157326743445599
