symbol,mean_sharpe,mean_return,mean_dd,n_trades
CAC40,0.19899312205415276,0.016754649758228796,-0.03620353972227455,39
UK100_ETF,0.0819123858010542,0.0027617633917350615,-0.033442663264572126,46
FTSE250,0.015051325890620741,-0.0006010698618961752,-0.034046758713422914,35
DAX40,-0.2072097849446278,3.442430902714233e-05,-0.04233802469427411,41
UK100,-0.2505323138328621,-0.015285199991558945,-0.031685604557763314,36
IBEX35,-0.26035712078432244,-0.013765510817498272,-0.039532634638731856,30
