name,require_risk_filter,T_enter,C_enter,R_max,symbol,window,n_trades,total_return,sharpe,max_dd
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,UK100,2,25,-0.11451755538918917,-1.40771539831801,-0.11636129057363831
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,DAX40,1,16,-0.07916530899413177,-1.2529728402477973,-0.09433337588807922
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,DAX40,0,32,-0.08241549693174222,-0.9343180969580254,-0.10383412028630756
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,DAX40,2,28,-0.146094481745088,-1.7068154708210483,-0.16053603682172513
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,UK100,3,55,-0.10089274589579567,-0.6072367281601604,-0.1472913678647242
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,CAC40,1,24,-0.11840366056340423,-1.4582900737351538,-0.12560433793699377
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,CAC40,0,29,-0.11384223601178634,-1.6421984192857049,-0.12332754252779343
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,CAC40,2,27,-0.09559219618035275,-1.1627829976195116,-0.10537333954783767
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,IBEX35,1,12,-0.089836222133852,-1.8405191921888653,-0.09265418268545456
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,DAX40,3,57,-0.05290408418936843,-0.28443619414879306,-0.09337745996639757
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,IBEX35,0,22,-0.05656629418644643,-0.735721420897308,-0.07864085896250017
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,IBEX35,2,20,-0.10021951578297172,-1.5810624998832277,-0.10838344519967391
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,CAC40,3,52,-0.21076165170987415,-1.503743541166417,-0.21676674023333797
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,FTSE250,1,20,-0.08503204126090036,-1.0933197428889392,-0.0923709845835643
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,FTSE250,0,28,-0.006997181554701859,-0.057410129225724985,-0.04835112755680926
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,FTSE250,2,21,-0.010568802477074146,-0.12237801585581766,-0.033602430379962245
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,UK100_ETF,1,19,-0.09479040016789642,-1.4285858120396429,-0.09868105705717156
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,UK100_ETF,0,33,-0.14885856055874225,-1.7620123421685387,-0.1599585274595362
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,IBEX35,3,60,-0.004610014770285997,0.000624718539122355,-0.07065169723546094
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,FTSE250,3,42,-0.06166088601457209,-0.40959741752136475,-0.09103919005348304
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,UK100_ETF,2,26,-0.10018019064449801,-1.2173712313035006,-0.11420342397989725
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100,1,38,-0.1609000740046509,-2.014849447908385,-0.1609000740046509
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100,0,50,-0.1246773157749036,-1.2843595006170625,-0.1373661171344157
composite_T50_C70_Rmax15,True,50.0,70.0,15.0,UK100_ETF,3,54,-0.07286709187839391,-0.48594481621058966,-0.10896704616156438
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100,2,41,-0.10538668367177284,-0.9947794084724806,-0.12511713824675585
composite_T60_C50_noR,False,60.0,50.0,99.0,DAX40,0,42,-0.013609703645717675,-0.09474469539993088,-0.08399899992284499
composite_T60_C50_noR,False,60.0,50.0,99.0,DAX40,1,29,-0.06482114600540678,-0.7038045734617135,-0.07728372941810535
composite_T60_C50_noR,False,60.0,50.0,99.0,DAX40,2,38,-0.11536450966015943,-1.0634356187106055,-0.1294183488079198
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100,3,80,-0.0868614073435352,-0.43481465078502374,-0.12376265038486711
composite_T60_C50_noR,False,60.0,50.0,99.0,CAC40,0,47,-0.1033927639641099,-1.0416168476158285,-0.12883036643938917
composite_T60_C50_noR,False,60.0,50.0,99.0,CAC40,1,34,-0.09899214814050283,-1.0016199111220179,-0.1063513743102229
composite_T60_C50_noR,False,60.0,50.0,99.0,CAC40,2,43,-0.08716148976225524,-0.793206651229051,-0.10389282897386476
composite_T60_C50_noR,False,60.0,50.0,99.0,IBEX35,0,42,-0.09755789028955564,-1.0901081974576372,-0.10725111980119206
composite_T60_C50_noR,False,60.0,50.0,99.0,DAX40,3,92,-0.04193208779201596,-0.1704898969193889,-0.09909093674616287
composite_T60_C50_noR,False,60.0,50.0,99.0,IBEX35,1,23,-0.08184076736149237,-1.3098440406971703,-0.08750280268296873
composite_T60_C50_noR,False,60.0,50.0,99.0,IBEX35,2,31,-0.08060879530388942,-0.985093306929751,-0.09918955470625057
composite_T60_C50_noR,False,60.0,50.0,99.0,CAC40,3,80,-0.18725164179531817,-1.075370410851186,-0.20960099018620382
composite_T60_C50_noR,False,60.0,50.0,99.0,FTSE250,1,34,-0.1161093008527605,-1.2630273825371856,-0.1161093008527605
composite_T60_C50_noR,False,60.0,50.0,99.0,FTSE250,0,45,-0.04402597205687997,-0.3857667066285311,-0.08443737093079573
composite_T60_C50_noR,False,60.0,50.0,99.0,FTSE250,2,33,-0.04752284914010996,-0.4355443026642389,-0.06796319076749502
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100_ETF,1,40,-0.17848201509166262,-2.135646381440024,-0.18281062784379776
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100_ETF,0,54,-0.15380027827262654,-1.5452430101524608,-0.1666803208392712
composite_T60_C50_noR,False,60.0,50.0,99.0,IBEX35,3,89,0.03335824153714162,0.16873029886410187,-0.06445964172970886
composite_T60_C50_noR,False,60.0,50.0,99.0,FTSE250,3,72,-0.09721525125268671,-0.5137250422256382,-0.12297470298093705
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100,0,19,-0.06846942617101448,-0.9372374689528149,-0.10177484302400552
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100_ETF,2,36,-0.08959727783008875,-0.9230400005279293,-0.11098001533233803
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100,1,14,-0.07333457927588638,-1.3263318222202698,-0.08122486190424938
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100,2,19,-0.08598872742764163,-1.071976963861261,-0.09103544805226749
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,DAX40,0,14,0.029414507423120684,0.4448131857325871,-0.024198437953790508
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,DAX40,1,10,-0.020087980831935748,-0.36303561142749374,-0.040450932709075516
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,DAX40,2,27,-0.1430142419130701,-1.603252051644159,-0.16108396571088412
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100,3,40,-0.0909647089723028,-0.5972980336545479,-0.09514494648852723
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,CAC40,0,14,-0.05180646340550643,-0.8745851480872618,-0.060773197202462326
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,CAC40,1,15,-0.09503999588334178,-1.3084358239880758,-0.09862038974445242
composite_T60_C50_noR,False,60.0,50.0,99.0,UK100_ETF,3,87,-0.1409058459937076,-0.818817352032482,-0.1665916711914066
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,DAX40,3,40,-0.0467714161631535,-0.2729739889384478,-0.11249502236582576
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,IBEX35,0,14,-0.030916855630996776,-0.4617749039989009,-0.06792326058372122
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,CAC40,2,20,-0.08754488388907522,-1.1555238753386243,-0.08880704112223337
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,IBEX35,1,14,-0.07230232429493444,-1.3073829312649918,-0.0751378484407591
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,CAC40,3,28,-0.061367029726120514,-0.4643045844871805,-0.07157916858289293
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,IBEX35,2,17,-0.05930439192262782,-0.8614110531099425,-0.07531344601353607
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,FTSE250,1,19,-0.10913016797048658,-1.7583207138537145,-0.11656681058955654
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,FTSE250,0,18,-0.01849968100300048,-0.24003240426987654,-0.0846866142896131
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,FTSE250,2,18,-0.08449603911436732,-1.1480931286788387,-0.08449603911436732
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100_ETF,0,19,-0.11527415141416153,-1.5725144018893267,-0.13172047664036468
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100_ETF,1,17,-0.08578079549643369,-1.260092064033222,-0.08578079549643369
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,IBEX35,3,40,0.05697230390436081,0.3717736679701071,-0.05548069889116858
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,FTSE250,3,35,-0.04849670883211343,-0.3373900462747598,-0.07318235333932199
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100_ETF,2,18,-0.09859413996332,-1.2794618971626235,-0.10931181879355345
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100,1,33,-0.16791792003397643,-2.019443291443017,-0.16791792003397643
composite_T60_C50_Rmax5,True,60.0,50.0,5.0,UK100_ETF,3,40,-0.05215489835202991,-0.38081433345621923,-0.07732259057536017
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100,0,45,-0.10575489492693779,-1.0517761317508738,-0.11796013914411252
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100,2,35,-0.11108491785988495,-1.095810433356554,-0.13226189448057046
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,DAX40,1,26,-0.0580169224252115,-0.6374690468152143,-0.07548064157024925
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,DAX40,0,41,-0.025503485781059654,-0.20475156710767325,-0.09189293576811564
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,DAX40,2,38,-0.11836401657984219,-1.0929832766676522,-0.13237020379838182
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,CAC40,1,33,-0.11722780867276583,-1.1838763785693016,-0.12443809013580631
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100,3,76,-0.12078456443091012,-0.6164237437152896,-0.15660897776817007
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,CAC40,0,43,-0.08396787551036633,-0.8511812801485458,-0.14119209602619298
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,CAC40,2,39,-0.12213454521762213,-1.124321444148112,-0.12334885616172186
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,DAX40,3,82,-0.06786735112935971,-0.28988127440967204,-0.1273876822021368
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,IBEX35,0,36,-0.06708676341013453,-0.7448880374719015,-0.10422916953015504
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,IBEX35,1,21,-0.09263535374935328,-1.4189143661928172,-0.09540872963558256
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,IBEX35,2,30,-0.10653076062986477,-1.2800378067408005,-0.12533079330503405
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,CAC40,3,73,-0.1899496821223372,-1.087855887873775,-0.22129770778421254
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,FTSE250,1,30,-0.11297994762345098,-1.2536828847109915,-0.11978042529855193
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,FTSE250,0,43,-0.0691396350692548,-0.6306921269446231,-0.10584366394682909
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,FTSE250,2,34,-0.08709166911264987,-0.8689232353977525,-0.09160232332959117
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100_ETF,1,31,-0.15102355423878266,-1.7876838140480833,-0.15549684677393572
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,IBEX35,3,76,0.09569454402091582,0.4297680686329609,-0.0505072250088352
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100_ETF,0,49,-0.1846660557657066,-1.7315370170063924,-0.19594223439944125
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,FTSE250,3,62,-0.0792418145860776,-0.4120780489144161,-0.11876798067428163
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100_ETF,2,35,-0.12209155431298113,-1.2664068379165152,-0.13490592084359443
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100,0,51,-0.09604852224101323,-1.0882439812175762,-0.10358227345771964
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100,1,31,-0.11498113935641563,-1.5588384113007174,-0.11498113935641563
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100,2,39,-0.09121948070491837,-1.0258155098656154,-0.11073618144182928
composite_T60_C50_Rmax15,True,60.0,50.0,15.0,UK100_ETF,3,72,-0.07547584805605334,-0.4196624373297752,-0.1155204799078392
composite_T60_C60_noR,False,60.0,60.0,99.0,DAX40,0,43,-0.02615519484582618,-0.2508861709307125,-0.07416725187177553
composite_T60_C60_noR,False,60.0,60.0,99.0,DAX40,1,29,-0.03992212468801282,-0.5101617869117709,-0.05753423152932069
composite_T60_C60_noR,False,60.0,60.0,99.0,DAX40,2,38,-0.11909805431455511,-1.328778557399848,-0.13309258017837333
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100,3,91,-0.10620489010534673,-0.5877670638981807,-0.13519257308232602
composite_T60_C60_noR,False,60.0,60.0,99.0,CAC40,0,44,-0.047456033535255626,-0.497387124462592,-0.07672363519051462
composite_T60_C60_noR,False,60.0,60.0,99.0,CAC40,1,35,-0.10122985651487548,-1.1497000258033723,-0.10122985651487548
composite_T60_C60_noR,False,60.0,60.0,99.0,CAC40,2,39,-0.08871594276727524,-0.9361983556656186,-0.10933886503849555
composite_T60_C60_noR,False,60.0,60.0,99.0,DAX40,3,92,-0.055613490453839565,-0.2701499041882237,-0.10745234393660397
composite_T60_C60_noR,False,60.0,60.0,99.0,IBEX35,1,20,-0.06481985819923153,-1.1808471764609638,-0.07755654197456463
composite_T60_C60_noR,False,60.0,60.0,99.0,IBEX35,0,39,-0.0641322421625431,-0.7458943603230045,-0.08786976119183387
composite_T60_C60_noR,False,60.0,60.0,99.0,IBEX35,2,29,-0.07931979998822047,-1.1125441341989086,-0.1020894629516852
composite_T60_C60_noR,False,60.0,60.0,99.0,CAC40,3,75,-0.1813606007251557,-1.1560129979809015,-0.19500159972891984
composite_T60_C60_noR,False,60.0,60.0,99.0,FTSE250,0,47,-0.02112586159402785,-0.19578037915910296,-0.06283664739671724
composite_T60_C60_noR,False,60.0,60.0,99.0,FTSE250,1,31,-0.09885878892027211,-1.14537590598657,-0.10532779969928141
composite_T60_C60_noR,False,60.0,60.0,99.0,FTSE250,2,32,-0.008763162323856655,-0.0749438782623865,-0.05559799976336799
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100_ETF,1,34,-0.14006442872699554,-1.7828420799166613,-0.14459546535456524
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100_ETF,0,49,-0.13453915968734054,-1.5199131686385499,-0.1406378456823414
composite_T60_C60_noR,False,60.0,60.0,99.0,IBEX35,3,92,-0.01772524339098891,-0.057006402958407226,-0.08575744557983656
composite_T60_C60_noR,False,60.0,60.0,99.0,FTSE250,3,71,-0.0977461283662826,-0.5774742707392344,-0.11452677205180062
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100,0,18,-0.06693681150006725,-0.9578751125435132,-0.10029702459048173
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100,1,11,-0.048461487083347854,-0.9111163765535368,-0.05656355675248237
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100_ETF,2,39,-0.071444297906047,-0.8218618894888592,-0.0946208305891224
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100,2,17,-0.08363133697603842,-1.0961831690712087,-0.08869107395108511
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,DAX40,0,14,0.01991560052313268,0.3111766344441436,-0.025862096852449667
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,DAX40,1,10,-0.02877038260321063,-0.5381584206308274,-0.04378833401505089
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,DAX40,2,25,-0.15113084334378268,-1.7880924247500272,-0.1690294269042638
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100,3,38,-0.08075093244825093,-0.5380893631297896,-0.09743480805992089
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,CAC40,0,14,-0.053741550769247026,-0.9147724124704227,-0.06268998512353141
composite_T60_C60_noR,False,60.0,60.0,99.0,UK100_ETF,3,94,-0.12529032576515087,-0.7912767237400123,-0.15055236221476265
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,CAC40,1,13,-0.06970451971189473,-1.003230151115413,-0.07813220711966062
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,DAX40,3,38,-0.03078222125706942,-0.1983627145523264,-0.08826078899406731
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,IBEX35,1,12,-0.08710505891780906,-1.7111056911399853,-0.08989533824676443
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,CAC40,2,19,-0.08541747062031357,-1.1989468403837151,-0.08541747062031357
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,IBEX35,0,13,-0.023590886081818696,-0.3568882596947599,-0.06087704803721472
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,IBEX35,2,14,-0.04495734905987758,-0.7136813736134361,-0.06121056564422378
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,CAC40,3,26,-0.05525773035546189,-0.4283253970215958,-0.058380764414002195
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,FTSE250,0,16,-0.018794969226536673,-0.2663971611163854,-0.08019651771673708
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,FTSE250,1,17,-0.10617350540836212,-1.7781740244832052,-0.11363482912227796
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,FTSE250,2,18,-0.08757440704831954,-1.201212355035387,-0.08757440704831954
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100_ETF,0,17,-0.10574222339663608,-1.5081477204218738,-0.1223657393180807
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100_ETF,1,14,-0.06888707520551252,-1.1531811257033386,-0.06888707520551252
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,IBEX35,3,37,0.03562792817734617,0.2519655168114808,-0.06225803493115756
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,FTSE250,3,33,-0.0926988527681013,-0.7411196075108026,-0.11249018595642835
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100_ETF,2,16,-0.09518655042646329,-1.3265576659084923,-0.10594474535700238
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100,1,26,-0.11225546557252164,-1.4531031151403717,-0.11225546557252164
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100,0,41,-0.11582779433403245,-1.2524926663111726,-0.12548999191775667
composite_T60_C60_Rmax5,True,60.0,60.0,5.0,UK100_ETF,3,39,-0.06525628557866381,-0.49855951099838786,-0.08323611374801576
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100,2,31,-0.11206275168810387,-1.2102679716700548,-0.12911887487816853
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,DAX40,1,24,-0.05634301352037474,-0.6536485137081839,-0.0763080745332243
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,DAX40,0,39,-0.05195303277783392,-0.49349966230710113,-0.09939700191456202
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,DAX40,2,34,-0.14018740361710025,-1.4114885358808942,-0.15384689168731258
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,CAC40,1,29,-0.10370719891057811,-1.105234019775198,-0.11102791362343678
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100,3,71,-0.14162404409240958,-0.7622962757797693,-0.18104122225721286
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,CAC40,0,38,-0.08871679701598001,-0.9962254022539501,-0.12297362780087062
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,CAC40,2,35,-0.14484558407292913,-1.4773508454605506,-0.14484558407292913
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,IBEX35,0,33,-0.06702529515992117,-0.7697934336622743,-0.10270104515029821
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,DAX40,3,72,-0.03815223070538376,-0.16812799170894574,-0.10192813209280238
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,IBEX35,1,19,-0.10332946417682909,-1.7145348632747628,-0.10607015332778957
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,IBEX35,2,26,-0.11475846517815602,-1.4932814320594041,-0.129823784387466
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,CAC40,3,62,-0.18141511132413823,-1.0981383084865155,-0.20748244406919192
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,FTSE250,0,37,-0.020092567376725712,-0.17254527694658117,-0.06802152525341187
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,FTSE250,1,28,-0.12353812957266963,-1.4374967360119666,-0.12353812957266963
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,FTSE250,2,31,-0.06758516990379215,-0.6926997685487851,-0.07967371391464906
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100_ETF,1,28,-0.1401958758938675,-1.802989741155298,-0.14547324388396632
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100_ETF,0,41,-0.1598512037745724,-1.7114028863057411,-0.16986381108956727
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,IBEX35,3,71,0.032614383422577164,0.17300464636598978,-0.07044373919033453
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,FTSE250,3,58,-0.11135799449945061,-0.6293820263410257,-0.13374673361383804
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100_ETF,2,32,-0.12572692115499995,-1.3964927630038355,-0.13757134020013606
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100,0,42,-0.06984493623986965,-1.0747168970558527,-0.07583585157190653
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100,1,25,-0.08997925718116262,-1.5011046527803313,-0.08997925718116262
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100,2,44,-0.10229769005725242,-1.4466110163210908,-0.10779459323885543
composite_T60_C70_noR,False,60.0,70.0,99.0,DAX40,0,51,-0.027107843916566843,-0.33543227311834184,-0.06089192356234663
composite_T60_C70_noR,False,60.0,70.0,99.0,DAX40,1,22,-0.020970488011226363,-0.4205008014473203,-0.04744896359332251
composite_T60_C60_Rmax15,True,60.0,60.0,15.0,UK100_ETF,3,70,-0.16546936125206957,-0.8530006457154621,-0.19270813132491071
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100,3,80,-0.05211069943636215,-0.3349551694473128,-0.09938413255011369
composite_T60_C70_noR,False,60.0,70.0,99.0,DAX40,2,39,-0.06844407805035613,-1.078799463055233,-0.08832203810271899
composite_T60_C70_noR,False,60.0,70.0,99.0,CAC40,1,29,-0.09493073411230057,-1.3242845401261192,-0.09493073411230057
composite_T60_C70_noR,False,60.0,70.0,99.0,CAC40,2,34,-0.009476518109226895,-0.12335236274957875,-0.05171595320696554
composite_T60_C70_noR,False,60.0,70.0,99.0,CAC40,0,36,-0.0385164059478349,-0.6187045397350669,-0.05169265582490634
composite_T60_C70_noR,False,60.0,70.0,99.0,IBEX35,1,13,-0.051955014251260256,-1.243194792103475,-0.054890258913762535
composite_T60_C70_noR,False,60.0,70.0,99.0,DAX40,3,88,-0.05079215298410367,-0.2953983505370238,-0.08027003726745363
composite_T60_C70_noR,False,60.0,70.0,99.0,IBEX35,0,30,0.019117512733857867,0.30228131938016717,-0.03698123554762267
composite_T60_C70_noR,False,60.0,70.0,99.0,IBEX35,2,30,-0.0680512430816379,-1.172679739021001,-0.07473220875166042
composite_T60_C70_noR,False,60.0,70.0,99.0,CAC40,3,69,-0.12184487768705876,-0.9678161647489107,-0.14285853727318787
composite_T60_C70_noR,False,60.0,70.0,99.0,FTSE250,1,31,-0.08022080331434878,-1.3301650576374942,-0.08022080331434878
composite_T60_C70_noR,False,60.0,70.0,99.0,FTSE250,0,37,0.040330907356075585,0.5117012199057513,-0.04502550368462688
composite_T60_C70_noR,False,60.0,70.0,99.0,FTSE250,2,33,-0.005656726119967259,-0.06417489062307861,-0.026009297481267568
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100_ETF,1,28,-0.08742844106186398,-1.477993918352495,-0.08742844106186398
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100_ETF,0,42,-0.08784716140125837,-1.3162581124275146,-0.09944090071225398
composite_T60_C70_noR,False,60.0,70.0,99.0,IBEX35,3,85,0.044319805571429116,0.27821029087868354,-0.05938326239902514
composite_T60_C70_noR,False,60.0,70.0,99.0,FTSE250,3,63,-0.10523603982081309,-0.839017771993725,-0.11574970921511818
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,UK100,1,6,-0.02081651835806697,-0.4899265607036349,-0.029327933665603045
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,UK100,0,13,-0.06392984071934937,-1.1011526095438329,-0.09486403558033851
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100_ETF,2,43,-0.08718836996440804,-1.4190183228428797,-0.08869792998638204
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,UK100,2,15,-0.07128776853483254,-1.0350573040664435,-0.07877756516708911
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,DAX40,0,12,-0.01295882115540714,-0.19816783276409125,-0.047506718761095024
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,DAX40,1,5,-0.01784397056776199,-0.45284074034894967,-0.04180419620288034
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,DAX40,2,22,-0.17887329163837606,-2.3301948367270815,-0.19413453949947423
composite_T60_C70_noR,False,60.0,70.0,99.0,UK100_ETF,3,78,-0.05845064997061822,-0.41939169316835334,-0.10287312729709319
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,CAC40,0,10,-0.03984336985656556,-0.7695470832906053,-0.048524563043863767
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,UK100,3,31,-0.04979739636014513,-0.3564418781586065,-0.07507219061511605
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,CAC40,1,9,-0.08664446264648062,-1.5208199056894327,-0.09025807268899755
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,DAX40,3,30,-0.010927702286299246,-0.06921982182372534,-0.0682537368698869
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,IBEX35,0,9,-0.0034148948824466174,-0.04925894922549078,-0.0399286427372062
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,CAC40,2,12,-0.041169046496232986,-0.6761155389690963,-0.04633762682513598
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,IBEX35,1,9,-0.0844387343348082,-1.9177186988243173,-0.08727340606308609
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,IBEX35,2,10,-0.04337169686326181,-0.8795191337993207,-0.05205142050899514
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,CAC40,3,22,-0.07866262091071752,-0.7424849587296639,-0.08819583390967134
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,FTSE250,0,12,0.010003574867003096,0.18505685835820712,-0.040986213042473074
composite_T60_C70_Rmax5,True,60.0,70.0,5.0,FTSE250,1,13,-0.0758743864097523,-1.4873198976582165,-0.0849458097702438
